CombatRank,ValueRank,ShockRank,ShockValueRank,Unit,Cost,SmallArms,HP,NormalizedHP,EffectiveDPS,Suppression,NormalizedSuppression,ShockDPS,ShockSuppression,ShockNormalizedSuppression,ATScore,CombatScore,ValueScore,IsShock,ShockCombatScore,ShockValueScore
344,221,152,77,SAPERI,40,8,8,0.5,0.135,28.92,0.2042,0.462,49.71,0.351,0,0.2768,0.692,True,0.4533,1.1332
344,221,152,77,SAPERI,40,8,8,0.5,0.135,28.92,0.2042,0.462,49.71,0.351,0,0.2768,0.692,True,0.4533,1.1332
345,308,153,122,SAPEURS- PARAS,45,8,8,0.5,0.135,28.92,0.2042,0.462,49.71,0.351,0,0.2768,0.6151,True,0.4533,1.0073
346,503,217,355,CMDT SAPEURS,55,8,8,0.5,0.135,28.92,0.2042,0.426,34.03,0.2402,0,0.2768,0.5033,True,0.4149,0.7544
347,309,154,123,LEGION.-SAPEURS,45,8,8,0.5,0.135,28.92,0.2042,0.462,49.71,0.351,0,0.2768,0.6151,True,0.4533,1.0073
348,222,347,248,INFANTERI (PNÆV),40,8,8,0.5,0.136,28.77,0.2031,0.275,28.77,0.2031,2.39,0.2767,0.6918,False,0.3394,0.8484
349,147,140,39,REZ. SAPERI,35,8,8,0.5,0.132,29.07,0.2052,0.479,49.88,0.3521,0,0.2754,0.7869,True,0.4612,1.3176
350,229,315,221,GARDES REPUBLICAINS,40,8,8,0.5,0.132,28.92,0.2042,0.306,28.92,0.2042,0.82,0.275,0.6876,False,0.3535,0.8839
351,772,404,747,REZ. B-4M 203mm,130,0,8,0.5,0.1,38.61,0.2726,0.189,38.61,0.2726,0,0.2746,0.2112,False,0.3148,0.2421
352,437,362,471,RESERVE LDR.,50,8,8,0.5,0.125,30.43,0.2148,0.264,30.43,0.2148,1.66,0.2744,0.5488,False,0.3369,0.6738
353,561,229,462,PARA-COMMANDO (RL),60,8,8,0.5,0.13,28.72,0.2027,0.409,33.78,0.2385,2.02,0.274,0.4566,True,0.4066,0.6776
354,438,230,283,PARA-COMMANDO,50,8,8,0.5,0.13,28.72,0.2027,0.409,33.78,0.2385,2.02,0.274,0.5479,True,0.4066,0.8131
355,150,364,153,MILITÄRSTREIFEN (l.MG),35,7,7,0.4375,0.16,34.27,0.2419,0.298,34.27,0.2419,0,0.2736,0.7819,False,0.3354,0.9583
356,234,311,215,MOTOSTRELKI MVD,40,8,8,0.5,0.137,25.6,0.1807,0.319,25.6,0.1807,2.02,0.2729,0.6822,False,0.3548,0.887
357,521,214,353,DOW. NIEBIESKIE BERETY,55,8,8,0.5,0.137,25.6,0.1807,0.438,30.67,0.2165,1.8,0.2729,0.4962,True,0.4156,0.7556
358,604,312,547,RESERVISTEN FÜH.,65,8,8,0.5,0.137,25.6,0.1807,0.319,25.6,0.1807,0,0.2729,0.4198,False,0.3548,0.5458
359,332,314,311,ALASKAN CAV. SCOUTS,45,8,8,0.5,0.122,29.91,0.2112,0.304,29.91,0.2112,0.95,0.2719,0.6043,False,0.3541,0.7869
360,336,389,413,PIECHOTA ZMECH. (SVD),45,7,7,0.4375,0.146,37.51,0.2648,0.287,25.84,0.1825,1.57,0.2717,0.6039,False,0.3188,0.7085
361,632,51,289,NIEB. BERETY SAPERZY (LPO-50),70,6,9,0.5625,0.103,19.2,0.1355,0.418,126.41,0.8924,0,0.2703,0.3861,True,0.5632,0.8046
362,341,205,164,INGENIØRER,45,8,8,0.5,0.127,26.82,0.1893,0.397,47.24,0.3335,2.39,0.2699,0.5997,True,0.4203,0.934
363,607,260,523,FALLSCHIRMJÄGER,65,8,8,0.5,0.127,26.82,0.1893,0.361,31.55,0.2228,5.57,0.2699,0.4152,True,0.3819,0.5875
364,453,368,475,FALLSCHIRM-RESERVISTEN,50,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,1.8,0.2699,0.5397,False,0.3329,0.6657
365,454,369,476,JINETES,50,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,4.78,0.2699,0.5397,False,0.3329,0.6657
366,342,370,374,FUSILEROS (BMR),45,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,4.78,0.2699,0.5997,False,0.3329,0.7397
367,343,371,375,PANSERINFANTERI,45,8,8,0.5,0.127,26.82,0.1893,0.267,26.82,0.1893,1.8,0.2699,0.5997,False,0.3329,0.7397
368,608,414,600,SEP/VLK,65,6,6,0.375,0.199,34.61,0.2444,0.284,35.17,0.2483,3.49,0.2698,0.4151,False,0.3086,0.4748
369,240,323,226,REZ. RAZVEDKA,40,8,8,0.5,0.119,29.07,0.2052,0.299,29.07,0.2052,1.46,0.2697,0.6743,False,0.3507,0.8766
370,455,325,424,REZERVISTI KOM.,50,8,8,0.5,0.12,28.92,0.2042,0.299,28.92,0.2042,1.46,0.2697,0.5394,False,0.3505,0.7011
371,162,324,128,REZERVISTI,35,8,8,0.5,0.119,29.07,0.2052,0.299,29.07,0.2052,1.46,0.2697,0.7706,False,0.3507,1.0019
372,569,297,518,DESANT. AFGANTSY,60,7,7,0.4375,0.139,37.8,0.2668,0.368,30.74,0.217,2.76,0.2692,0.4487,True,0.3621,0.6034
373,348,212,168,GENIE,45,8,8,0.5,0.125,26.52,0.1873,0.393,46.89,0.331,0.87,0.2689,0.5975,True,0.418,0.929
374,458,376,480,PANTSERVERKENNERS,50,8,8,0.5,0.125,26.52,0.1873,0.264,26.52,0.1873,1.8,0.2689,0.5378,False,0.3312,0.6623
375,529,267,441,TERRIERS PARAS (CarlG),55,8,8,0.5,0.125,26.52,0.1873,0.357,31.21,0.2203,1.8,0.2689,0.4889,True,0.3797,0.6903
376,459,268,346,TERRIERS PARAS,50,8,8,0.5,0.125,26.52,0.1873,0.357,31.21,0.2203,2.39,0.2689,0.5378,True,0.3797,0.7593
377,245,213,103,SAPEURS,40,8,8,0.5,0.125,26.52,0.1873,0.393,46.89,0.331,0,0.2689,0.6722,True,0.418,1.0451
378,656,392,625,ESR-GVP,75,5,6,0.375,0.155,46.94,0.3314,0.33,26.99,0.1905,2.95,0.2674,0.3565,True,0.3178,0.4237
379,464,338,447,MOT. AIRMOBILE LDR.,50,8,8,0.5,0.123,25.6,0.1807,0.292,26.07,0.184,0,0.2667,0.5334,False,0.3432,0.6865
380,168,345,140,ESCORTE PC,35,8,8,0.5,0.123,25.6,0.1807,0.287,25.6,0.1807,0,0.2667,0.762,False,0.3404,0.9726
381,732,239,636,CMDT PARA-CMDO.,100,8,8,0.5,0.123,25.6,0.1807,0.395,30.67,0.2165,2.02,0.2667,0.2667,True,0.3961,0.3961
382,704,248,605,CMDT SAPEURS-PARAS,85,8,8,0.5,0.123,25.6,0.1807,0.389,30.12,0.2126,0,0.2667,0.3138,True,0.3924,0.4617
383,532,249,409,CMDT LEGION.-SAPEURS,55,8,8,0.5,0.123,25.6,0.1807,0.389,30.12,0.2126,0,0.2667,0.4849,True,0.3924,0.7135
384,254,309,212,MECH. FUSILIER ,40,7,7,0.4375,0.149,32.65,0.2305,0.347,32.65,0.2305,2.02,0.2664,0.6659,False,0.3554,0.8885
385,365,335,341,N.G. CAV. SCOUTS (DRAGON),45,8,8,0.5,0.115,27.76,0.196,0.289,27.76,0.196,1.3,0.2661,0.5913,False,0.344,0.7645
386,255,336,236,N.G. CAV. SCOUTS (LAW),40,8,8,0.5,0.115,27.76,0.196,0.289,27.76,0.196,2.17,0.2661,0.6652,False,0.344,0.8601
387,581,366,541,SHPz,60,6,6,0.375,0.182,37.19,0.2625,0.364,27.28,0.1926,3.49,0.2655,0.4425,True,0.3334,0.5556
388,501,157,255,PIONIER (Flam.),50,7,8,0.5,0.12,25.72,0.1816,0.409,64.87,0.458,0,0.2653,0.5307,True,0.4506,0.9013
389,536,158,270,SAPEURS-PARAS (Flam.),55,7,8,0.5,0.12,25.72,0.1816,0.409,64.87,0.458,0,0.2653,0.4824,True,0.4506,0.8193
390,537,159,271,LEGION.-SAPEURS (Flam.),55,7,8,0.5,0.12,25.72,0.1816,0.409,64.87,0.458,0,0.2653,0.4824,True,0.4506,0.8193
391,258,184,89,REZ. SAPERI (LPO),40,7,8,0.5,0.118,25.62,0.1808,0.374,64.74,0.4571,0,0.2643,0.6607,True,0.4349,1.0872
392,472,222,268,AIRBORNE GUNNERS,50,7,7,0.4375,0.144,32.37,0.2285,0.453,38.08,0.2688,2.39,0.2636,0.5272,True,0.4108,0.8216
393,376,223,178,DSh. PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.453,38.08,0.2688,2.39,0.2636,0.5858,True,0.4108,0.9129
394,377,327,318,GV. PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.76,0.2636,0.5858,False,0.3495,0.7768
395,378,328,319,MOT.-SCHÜTZEN (s.MG),45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.39,0.2636,0.5858,False,0.3495,0.7768
397,380,330,321,PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.76,0.2636,0.5858,False,0.3495,0.7768
397,380,330,321,PULEMETCHIKI,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.76,0.2636,0.5858,False,0.3495,0.7768
398,381,331,322,GUNNERS,45,7,7,0.4375,0.144,32.37,0.2285,0.335,32.37,0.2285,2.39,0.2636,0.5858,False,0.3495,0.7768
399,474,224,269,DESANT. PULEMETCHIKI,50,7,7,0.4375,0.144,32.37,0.2285,0.453,38.08,0.2688,2.76,0.2636,0.5272,True,0.4108,0.8216
400,45,753,652,53T2 20mm,25,1,4,0.25,0.14,80.0,0.5648,0,0,0.0,0,0.2635,1.0538,False,0.0875,0.35
401,92,754,691,LEGION. 53T2 20mm,30,1,4,0.25,0.14,80.0,0.5648,0,0,0.0,0,0.2635,0.8782,False,0.0875,0.2917
402,93,755,692,PARA. 53T2 20mm,30,1,4,0.25,0.14,80.0,0.5648,0,0,0.0,0,0.2635,0.8782,False,0.0875,0.2917
403,94,770,693,Fs-FK20-2 20mm,30,1,4,0.25,0.14,80.0,0.5648,0,0,0.0,0,0.2635,0.8782,False,0.0875,0.2917
404,46,771,655,FK20-2 20mm,25,1,4,0.25,0.14,80.0,0.5648,0,0,0.0,0,0.2635,1.0538,False,0.0875,0.35
405,47,773,656,CAA 20/120 GAI-BO1,25,1,4,0.25,0.14,80.0,0.5648,0,0,0.0,0,0.2635,1.0538,False,0.0875,0.35
406,475,818,795,C20/120 GAI-BO1,50,1,4,0.25,0.14,80.0,0.5648,0,0,0.0,0,0.2635,0.5269,False,0.0875,0.175
407,261,418,350,SEK,40,6,6,0.375,0.162,41.67,0.2942,0.271,35.29,0.2492,0,0.2632,0.658,True,0.3028,0.7571
408,174,241,78,HJV INGENIØRER,35,8,8,0.5,0.109,24.81,0.1752,0.35,44.87,0.3168,0.87,0.2592,0.7404,True,0.3957,1.1304
409,397,348,356,DSh. (RPG-7),45,7,7,0.4375,0.127,34.33,0.2424,0.33,26.67,0.1883,2.02,0.2589,0.5752,True,0.3391,0.7536
410,723,339,646,PARA. CMDT,90,7,7,0.4375,0.127,34.19,0.2414,0.336,27.05,0.1909,0,0.2586,0.2873,True,0.3424,0.3804
411,102,377,86,LIDOVÁ MILICE,30,8,8,0.5,0.109,24.1,0.1702,0.272,24.1,0.1702,1.81,0.2579,0.8596,False,0.3312,1.1041
412,488,237,293,KOMANDOSI,50,6,6,0.375,0.183,31.36,0.2214,0.481,37.55,0.2651,2.22,0.2577,0.5154,True,0.4005,0.801
413,265,353,253,ZAPADORES MANDO,40,6,6,0.375,0.168,36.0,0.2541,0.325,42.35,0.299,0,0.2577,0.6442,True,0.3372,0.8429
414,268,354,254,WACH. PANZERJÄGER,40,6,6,0.375,0.168,36.0,0.2541,0.325,42.35,0.299,3.67,0.2577,0.6442,True,0.3372,0.8429
415,753,436,707,CMDT FUSILIERS,105,6,6,0.375,0.168,36.0,0.2541,0.245,36.47,0.2574,1.8,0.2577,0.2454,False,0.2929,0.279
416,489,341,454,MOT. PRŮZKUMNÍCI,50,7,7,0.4375,0.141,29.05,0.205,0.327,29.05,0.205,1.57,0.2574,0.5148,False,0.3413,0.6826
417,271,342,240,MOTOSTŘELCI (RPG7),40,7,7,0.4375,0.141,29.05,0.205,0.327,29.05,0.205,1.57,0.2574,0.6435,False,0.3413,0.8532
418,272,343,241,MOTOSTŘELCI,40,7,7,0.4375,0.141,29.05,0.205,0.327,29.05,0.205,2.39,0.2574,0.6435,False,0.3413,0.8532
419,594,382,555,VELITEL MOTOSTŘELCŮ,60,7,7,0.4375,0.142,28.0,0.1977,0.284,28.47,0.201,0,0.2564,0.4274,False,0.3213,0.5354
420,278,349,251,MECH. FUSILIER (RL-83),40,7,7,0.4375,0.137,29.33,0.2071,0.319,29.33,0.2071,1.29,0.2563,0.6407,False,0.3382,0.8454
421,406,350,358,MOT.-SCHÜTZEN,45,7,7,0.4375,0.137,29.33,0.2071,0.319,29.33,0.2071,2.02,0.2563,0.5695,False,0.3382,0.7515
422,490,351,464,MOT.-SCHÜTZEN (RPG-27),50,7,7,0.4375,0.137,29.33,0.2071,0.319,29.33,0.2071,4.55,0.2563,0.5126,False,0.3382,0.6763
423,282,367,259,ARM. RIFLES,40,7,7,0.4375,0.132,29.33,0.2071,0.308,29.33,0.2071,2.39,0.2541,0.6352,False,0.333,0.8326
424,285,441,401,MOTOSTRELKI MVD (BMP),40,7,7,0.4375,0.125,30.87,0.2179,0.239,19.2,0.1355,1.8,0.2531,0.6328,False,0.288,0.7199
425,183,245,81,DSh. SAPERI (Rys),35,5,5,0.3125,0.172,46.97,0.3316,0.46,55.25,0.3901,0,0.253,0.7229,True,0.3942,1.1264
426,289,253,139,GENIE PARACHUTISTE,40,6,6,0.375,0.156,36.63,0.2586,0.39,58.78,0.415,0,0.253,0.6324,True,0.3895,0.9738
427,649,410,614,URSN RAZV.,70,6,6,0.375,0.166,33.2,0.2344,0.325,22.59,0.1595,3.49,0.2528,0.3611,True,0.3093,0.4418
428,5,275,1,RESERVE PIONIER,15,6,6,0.375,0.156,36.0,0.2541,0.356,58.04,0.4097,0,0.2523,1.6819,True,0.3735,2.4901
429,118,519,281,DECKUNGSGRUPPE,30,6,6,0.375,0.13,42.68,0.3013,0.19,19.35,0.1366,0,0.2501,0.8338,False,0.2443,0.8142
430,296,379,267,GRENZER,40,7,7,0.4375,0.133,25.87,0.1826,0.309,25.87,0.1826,0,0.2495,0.6236,False,0.3288,0.822
431,430,386,410,USMC SECURITY,45,7,7,0.4375,0.115,30.87,0.2179,0.298,23.14,0.1633,3.82,0.2485,0.5522,True,0.3199,0.7109
432,520,380,488,ZMOT. ZWIAD,50,7,7,0.4375,0.13,25.72,0.1816,0.303,25.72,0.1816,1.57,0.2481,0.4962,False,0.3259,0.6517
433,302,381,280,PIECHOTA ZMECH.,40,7,7,0.4375,0.13,25.72,0.1816,0.303,25.72,0.1816,1.57,0.2481,0.6202,False,0.3259,0.8147
434,695,431,639,PARUSNIKI,75,6,6,0.375,0.153,33.2,0.2344,0.292,22.59,0.1595,5.47,0.2469,0.3291,True,0.2946,0.3929
435,524,432,522,WACH. AUFK.,50,6,6,0.375,0.153,33.2,0.2344,0.292,22.59,0.1595,4.03,0.2469,0.4937,True,0.2946,0.5893
436,443,390,414,MOT. AUFKLÄRER,45,7,7,0.4375,0.123,25.87,0.1826,0.285,25.87,0.1826,2.39,0.2448,0.5441,False,0.318,0.7067
437,315,391,299,SICHERUNGS,40,7,7,0.4375,0.123,25.87,0.1826,0.285,25.87,0.1826,2.39,0.2448,0.6121,False,0.318,0.7951
438,321,287,174,DSh. (RPG-16),40,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,1.06,0.2437,0.6093,True,0.3663,0.9158
439,322,395,306,GVARDEITSY (BMP),40,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.02,0.2437,0.6093,False,0.3155,0.7886
440,530,288,385,DSh. MOT. RAZVEDKA,50,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,3.92,0.2437,0.4874,True,0.3663,0.7326
442,449,397,426,MOT. RAZVEDKA,45,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.76,0.2437,0.5416,False,0.3155,0.701
442,449,397,426,MOT. RAZVEDKA,45,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.76,0.2437,0.5416,False,0.3155,0.701
443,199,398,191,MOTOSTRELKI (RPG-22),35,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.76,0.2437,0.6963,False,0.3155,0.9013
444,200,399,192,MOTOSTRELKI (RPG-7VS),35,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,1.8,0.2437,0.6963,False,0.3155,0.9013
445,323,400,307,MOTOSTRELKI (BMP),40,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.02,0.2437,0.6093,False,0.3155,0.7886
446,324,401,308,MOTOSTRELKI (RPG-27),40,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,4.55,0.2437,0.6093,False,0.3155,0.7886
447,201,402,193,REZ. MOR. PEKHOTA,35,7,7,0.4375,0.12,25.87,0.1826,0.28,25.87,0.1826,2.39,0.2437,0.6963,False,0.3155,0.9013
448,580,289,474,DESANTNIKI (METIS),55,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,2.04,0.2437,0.4431,True,0.3663,0.666
449,450,290,282,DESANTNIKI,45,7,7,0.4375,0.12,25.87,0.1826,0.378,30.43,0.2148,1.83,0.2437,0.5416,True,0.3663,0.814
450,452,408,433,USMC GUNNER,45,7,7,0.4375,0.116,26.71,0.1886,0.269,26.71,0.1886,2.39,0.2429,0.5399,False,0.312,0.6934
451,69,763,653,LVK M/60 40mm,25,1,4,0.25,0.123,70.0,0.4942,0,0,0.0,0,0.2415,0.9658,False,0.0875,0.35
452,70,764,654,M39/55 40mm,25,1,4,0.25,0.123,70.0,0.4942,0,0,0.0,0,0.2415,0.9658,False,0.0875,0.35
453,233,409,214,DRUZYNA PPANC.,35,7,7,0.4375,0.12,22.4,0.1581,0.279,22.4,0.1581,4.04,0.2388,0.6822,False,0.3104,0.887
454,352,299,194,DESANT. DRUZYNA PPANC.,40,7,7,0.4375,0.12,22.4,0.1581,0.378,26.35,0.186,4.04,0.2388,0.5969,True,0.3604,0.9009
455,540,406,505,DOW. PIECHOTA ZMECH.,50,7,7,0.4375,0.12,22.4,0.1581,0.284,22.87,0.1614,1.8,0.2388,0.4775,False,0.3133,0.6265
456,361,445,427,RIFLES PATROL,40,6,7,0.4375,0.106,26.2,0.185,0.22,19.67,0.1388,2.39,0.2379,0.5947,False,0.28,0.7
457,363,437,389,PANTSERINFANTERIE,40,7,7,0.4375,0.111,23.67,0.1671,0.235,23.67,0.1671,1.8,0.2367,0.5917,False,0.2924,0.731
458,364,438,390,PANTSERINF. (DRAGON),40,7,7,0.4375,0.111,23.67,0.1671,0.235,23.67,0.1671,1.4,0.2367,0.5917,False,0.2924,0.731
459,239,439,258, PANTSERINF. (LAW),35,7,7,0.4375,0.111,23.67,0.1671,0.235,23.67,0.1671,2.39,0.2367,0.6762,False,0.2924,0.8354
460,11,485,38,VOPOS,20,6,6,0.375,0.14,30.0,0.2118,0.2,30.0,0.2118,0,0.2366,1.183,False,0.2636,1.318
461,627,326,524,VELITEL VÝSADKÁŘŮ,60,6,6,0.375,0.158,23.04,0.1627,0.399,27.76,0.196,2.86,0.2349,0.3915,True,0.35,0.5833
462,382,405,312,ASSAULT PIONEERS LDR.,40,6,6,0.375,0.138,28.84,0.2036,0.3,33.94,0.2396,0,0.2343,0.5857,True,0.314,0.7851
463,485,423,481,GROUPE ANTICHAR,45,7,7,0.4375,0.108,22.4,0.1581,0.251,22.4,0.1581,9.43,0.2334,0.5186,False,0.2979,0.6619
489,250,493,243,TANK HUNTERS,35,7,7,0.4375,0.108,22.4,0.1581,0.251,22.4,0.1581,7.64,0.2334,0.6668,False,0.2979,0.8511
465,548,337,446,PARA. GROUPE ANTICHAR,50,7,7,0.4375,0.108,22.4,0.1581,0.34,26.35,0.186,9.43,0.2334,0.4667,True,0.3434,0.6867
466,549,425,521,KOM. POGRANVOISK KGB,50,7,7,0.4375,0.108,22.4,0.1581,0.251,22.4,0.1581,0,0.2334,0.4667,False,0.2979,0.5957
467,387,426,365,PANZERJÄGER,40,7,7,0.4375,0.108,22.4,0.1581,0.251,22.4,0.1581,3.67,0.2334,0.5834,False,0.2979,0.7447
468,550,419,520,CMDT FUSILIER ,50,7,7,0.4375,0.108,22.4,0.1581,0.256,22.87,0.1614,2.02,0.2334,0.4667,False,0.3007,0.6014
469,159,407,105,RESERVISTEN (S.MG),30,6,6,0.375,0.134,29.17,0.2059,0.311,29.17,0.2059,0,0.2326,0.7753,False,0.3124,1.0412
470,6,484,8,KURSANTY MVD,15,6,6,0.375,0.13,30.0,0.2118,0.2,30.0,0.2118,0,0.2321,1.5474,False,0.2636,1.7574
471,259,448,304,CMDT RESERVISTES,35,6,6,0.375,0.126,30.56,0.2157,0.226,30.56,0.2157,0,0.2311,0.6604,False,0.2763,0.7894
472,554,298,399,PARA. GUN GROUP,50,6,6,0.375,0.129,29.17,0.2059,0.405,34.31,0.2422,1.8,0.2303,0.4605,True,0.3617,0.7235
473,659,388,588,WACHSCHÜTZEN FÜH.,65,6,6,0.375,0.13,27.6,0.1948,0.315,33.02,0.2331,0,0.2289,0.3521,True,0.3194,0.4914
474,612,246,407,GRENZER (Flam.),55,6,7,0.4375,0.103,19.2,0.1355,0.355,57.2,0.4038,0,0.2265,0.4119,True,0.3937,0.7158
475,508,440,493,DESANTNIKI (BMD),45,6,6,0.375,0.112,31.13,0.2198,0.281,22.9,0.1617,2.02,0.2255,0.5011,True,0.2901,0.6446
476,517,435,487,DISMOUNT. TROOPERS,45,6,6,0.375,0.115,29.6,0.209,0.268,29.6,0.209,3.82,0.2249,0.4997,False,0.2937,0.6526
477,756,520,708,REZ. ML-20 152mm,95,0,8,0.5,0.054,16.83,0.1188,0.101,16.83,0.1188,0,0.223,0.2347,False,0.244,0.2569
478,620,363,512,ECLAIREURS PARA-CMDO.,55,6,6,0.375,0.112,28.55,0.2015,0.351,33.59,0.2371,1.29,0.2218,0.4032,True,0.3367,0.6122
479,283,523,457,PZ.GRENADIER,35,6,6,0.375,0.107,29.91,0.2112,0.181,18.25,0.1288,1.72,0.2217,0.6334,False,0.2384,0.6813
480,181,553,352,HJV SPEJDERE,30,6,6,0.375,0.1,29.85,0.2108,0.156,18.19,0.1284,2.17,0.2184,0.728,False,0.227,0.7567
481,184,444,163,FIRE TEAM (LAW),30,6,6,0.375,0.108,26.13,0.1845,0.251,26.13,0.1845,2.39,0.2166,0.722,False,0.2809,0.9362
482,694,503,637,MOR. PEKHOTA KOM.,65,5,5,0.3125,0.14,30.67,0.2165,0.229,31.13,0.2198,0,0.2155,0.3315,False,0.2563,0.3944
483,771,420,687,DESANT. KOM.,100,5,5,0.3125,0.14,30.67,0.2165,0.31,36.63,0.2586,0,0.2155,0.2155,True,0.3005,0.3005
484,313,442,290,CMDT PIONIERS,35,5,5,0.3125,0.14,30.0,0.2118,0.271,35.29,0.2492,0,0.2147,0.6135,True,0.281,0.8028
747,683,584,591,PIONIER FÜH.,45,5,5,0.3125,0.14,30.0,0.2118,0.271,35.29,0.2492,1.8,0.2147,0.4772,True,0.281,0.6244
486,460,509,496,FUSILEROS MANDO,40,6,6,0.375,0.112,23.43,0.1654,0.199,23.9,0.1687,0,0.2147,0.5368,False,0.2546,0.6365
487,314,446,295,FIRE TEAM (AT-4),35,6,6,0.375,0.107,24.82,0.1752,0.249,24.82,0.1752,3.82,0.2145,0.613,False,0.2785,0.7959
488,461,447,430,FIRE TEAM (DRAGON),40,6,6,0.375,0.107,24.82,0.1752,0.249,24.82,0.1752,1.98,0.2145,0.5364,False,0.2785,0.6964
489,250,493,243,TANK HUNTERS,30,6,6,0.375,0.108,22.41,0.1582,0.217,22.41,0.1582,3.59,0.2114,0.7048,False,0.2608,0.8692
490,599,486,561,MOT. RIFLES LDR.,50,6,6,0.375,0.11,21.15,0.1493,0.226,21.61,0.1526,1.8,0.2107,0.4213,False,0.2633,0.5265
491,634,449,578,GUARDS,55,6,6,0.375,0.105,22.52,0.159,0.248,22.99,0.1623,2.39,0.2101,0.382,False,0.2754,0.5007
492,773,384,674,PARA. LDR.,100,6,6,0.375,0.105,22.52,0.159,0.336,27.05,0.1909,2.39,0.2101,0.2101,True,0.3205,0.3205
493,774,394,679,PARA. ENGINEERS LDR.,100,6,6,0.375,0.105,22.52,0.159,0.329,26.5,0.1871,0,0.2101,0.2101,True,0.3168,0.3168
494,603,450,543,RIFLES LDR.,50,6,6,0.375,0.105,22.52,0.159,0.248,22.99,0.1623,2.39,0.2101,0.4202,False,0.2754,0.5507
495,661,385,556,GURKHA RIFLES LDR.,60,6,6,0.375,0.105,22.52,0.159,0.336,27.05,0.1909,2.39,0.2101,0.3502,True,0.3205,0.5342
496,480,451,456,MARSOUINS INSTRUCT.,40,6,6,0.375,0.105,22.52,0.159,0.243,22.52,0.159,1.68,0.2101,0.5253,False,0.2725,0.6814
497,551,492,526,N.G. ENGINEERS LDR.,45,6,6,0.375,0.088,27.67,0.1953,0.231,18.82,0.1329,2.17,0.21,0.4666,True,0.2617,0.5815
498,353,454,333,"AB M2HB 12,7mm",35,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.5952,False,0.2695,0.77
499,203,455,195,"AERO-M2HB 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
510,354,466,334,"M2HB 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
510,354,466,334,"M2HB 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
502,206,458,198,"TMG M/50 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
510,354,466,334,"M2HB 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
510,354,466,334,"M2HB 12,7mm",35,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.5952,False,0.2695,0.77
505,208,461,200,"L1A1 12,7mm M63",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
506,355,462,335,"AB M2HB 12,7mm M63",35,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.5952,False,0.2695,0.77
507,356,463,336,"USMC M2HB 12,7mm M63",35,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.5952,False,0.2695,0.77
510,354,466,334,"M2HB 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
509,210,465,202,"MARSOUINS M2HB 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
510,354,466,334,"M2HB 12,7mm",30,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.6944,False,0.2695,0.8984
511,357,467,337,"PARA. M2HB 12,7mm",35,1,4,0.25,0.131,43.75,0.3089,0.267,43.75,0.3089,0,0.2083,0.5952,False,0.2695,0.77
