CombatRank,ValueRank,ShockRank,ShockValueRank,Unit,Cost,SmallArms,HP,NormalizedHP,EffectiveDPS,Suppression,NormalizedSuppression,ShockDPS,ShockSuppression,ShockNormalizedSuppression,ATScore,CombatScore,ValueScore,IsShock,ShockCombatScore,ShockValueScore
334,334,318,320,AIRBORNE SCOUTS,40,4,4,0.25,0.062,12.8,0.0904,0.194,15.06,0.1063,3.82,0.1334,0.3334,True,0.1962,0.4905
335,317,336,321,MOR. OTDELENIE PODDERZHKI,35,4,4,0.25,0.062,12.8,0.0904,0.144,12.8,0.0904,2.36,0.1334,0.381,False,0.1702,0.4863
336,280,337,289,OTDELENIE PODDERZHKI,30,4,4,0.25,0.062,12.8,0.0904,0.144,12.8,0.0904,2.36,0.1334,0.4445,False,0.1702,0.5674
337,335,316,317,PATHFINDERS,40,4,4,0.25,0.062,12.8,0.0904,0.201,15.61,0.1102,2.39,0.1334,0.3334,True,0.1999,0.4998
338,336,338,335,USMC RECON,40,4,4,0.25,0.062,12.8,0.0904,0.144,12.8,0.0904,3.82,0.1334,0.3334,False,0.1702,0.4255
339,340,339,343,ECLAIREURS,40,4,4,0.25,0.056,11.43,0.0807,0.114,11.43,0.0807,2.39,0.1288,0.3221,False,0.1551,0.3877
340,15,340,26,REZ. ZWIADOWCY,15,3,3,0.1875,0.078,18.0,0.1271,0.12,18.0,0.1271,1.6,0.1261,0.8409,False,0.145,0.9669
341,25,342,66,PRŮZ. L.M.,15,3,3,0.1875,0.065,15.0,0.1059,0.1,15.0,0.1059,1.81,0.1161,0.7737,False,0.1318,0.8787
342,321,341,327,SPEJDERE (DYKN),30,3,3,0.1875,0.057,12.53,0.0885,0.124,12.53,0.0885,1.8,0.1088,0.3627,False,0.139,0.4634
343,294,343,311,RECCE,25,3,3,0.1875,0.054,11.21,0.0791,0.109,11.21,0.0791,2.39,0.1057,0.4229,False,0.1304,0.5215
344,344,344,344,RECCE (GSR),40,3,3,0.1875,0.046,9.6,0.0678,0.108,9.6,0.0678,2.39,0.1,0.25,False,0.1277,0.3191
345,345,345,345,RT RAZVEDKA,40,3,3,0.1875,0.046,9.6,0.0678,0.108,9.6,0.0678,2.39,0.1,0.25,False,0.1277,0.3191
